Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
62507at7147	Complete	JAEIGE010000299.1:3226523-3227071	3226523	3227071	+	287.9	155	https://www.orthodb.org/v10?query=62507at7147	UPF0587 protein CG4646
62527at7147	Complete	JAEIGE010000227.1:8589430-8590209	8589430	8590209	+	267.1	165	https://www.orthodb.org/v10?query=62527at7147	glutaredoxin 3
62531at7147	Complete	JAEIGE010000332.1:27843823-27842506	27843823	27842506	-	264.3	160	https://www.orthodb.org/v10?query=62531at7147	Protein of unknown function DM4/12
62544at7147	Complete	JAEIGE010000332.1:30111580-30112377	30111580	30112377	+	259.5	200	https://www.orthodb.org/v10?query=62544at7147	RRP15-like protein
62640at7147	Complete	JAEIGE010000332.1:12280061-12281448	12280061	12281448	+	398.1	300	https://www.orthodb.org/v10?query=62640at7147	transcription initiation factor TFIID subunit 7
62645at7147	Complete	JAEIGE010000308.1:1822439-1818969	1822439	1818969	-	171.9	207	https://www.orthodb.org/v10?query=62645at7147	uncharacterized protein LOC110191631
62664at7147	Complete	JAEIGE010000002.1:8302683-8301961	8302683	8301961	-	364.1	206	https://www.orthodb.org/v10?query=62664at7147	viral IAP-associated factor homolog
62670at7147	Complete	JAEIGE010000213.1:8940145-8939393	8940145	8939393	-	350.3	222	https://www.orthodb.org/v10?query=62670at7147	Mediator of RNA polymerase II transcription subunit 8
62679at7147	Complete	JAEIGE010000332.1:22808792-22806191	22808792	22806191	-	273.1	163	https://www.orthodb.org/v10?query=62679at7147	DM DNA-binding domain
62707at7147	Complete	JAEIGE010000253.1:21393862-21405176	21393862	21405176	+	238.6	125	https://www.orthodb.org/v10?query=62707at7147	coactosin-like protein
62712at7147	Complete	JAEIGE010000016.1:5585569-5586084	5585569	5586084	+	244.0	116	https://www.orthodb.org/v10?query=62712at7147	uncharacterized protein LOC111592775
62714at7147	Complete	JAEIGE010000308.1:2693212-2693787	2693212	2693787	+	261.8	144	https://www.orthodb.org/v10?query=62714at7147	RNA-binding protein 8A
62739at7147	Complete	JAEIGE010000299.1:9450973-9451705	9450973	9451705	+	279.2	171	https://www.orthodb.org/v10?query=62739at7147	ceramide-1-phosphate transfer protein
62774at7147	Complete	JAEIGE010000332.1:2525848-2524724	2525848	2524724	-	252.7	133	https://www.orthodb.org/v10?query=62774at7147	Erg28
62825at7147	Complete	JAEIGE010000332.1:25625238-25623402	25625238	25623402	-	417.7	396	https://www.orthodb.org/v10?query=62825at7147	Ubiquitin-associated domain
62833at7147	Complete	JAEIGE010000002.1:10734082-10733076	10734082	10733076	-	383.7	222	https://www.orthodb.org/v10?query=62833at7147	uncharacterized protein C9orf78
62890at7147	Complete	JAEIGE010000016.1:3876881-3876178	3876881	3876178	-	234.2	161	https://www.orthodb.org/v10?query=62890at7147	probable 28S ribosomal protein S26, mitochondrial
62959at7147	Complete	JAEIGE010000332.1:3040814-3038788	3040814	3038788	-	206.3	122	https://www.orthodb.org/v10?query=62959at7147	putative defense protein 3
62998at7147	Complete	JAEIGE010000332.1:31565268-31566107	31565268	31566107	+	361.5	226	https://www.orthodb.org/v10?query=62998at7147	Pyrroline-5-carboxylate reductase
63025at7147	Complete	JAEIGE010000142.1:891563-890906	891563	890906	-	229.2	118	https://www.orthodb.org/v10?query=63025at7147	Glycine cleavage system H protein
63078at7147	Complete	JAEIGE010000332.1:7596489-7595565	7596489	7595565	-	325.6	213	https://www.orthodb.org/v10?query=63078at7147	60S ribosomal protein L6
63091at7147	Complete	JAEIGE010000253.1:13654059-13652677	13654059	13652677	-	334.5	204	https://www.orthodb.org/v10?query=63091at7147	luc7-like protein 3
63174at7147	Complete	JAEIGE010000332.1:3773125-3774328	3773125	3774328	+	157.2	113	https://www.orthodb.org/v10?query=63174at7147	EF-hand domain
63194at7147	Complete	JAEIGE010000308.1:1368131-1367464	1368131	1367464	-	282.7	147	https://www.orthodb.org/v10?query=63194at7147	39S ribosomal protein L43, mitochondrial
63205at7147	Complete	JAEIGE010000016.1:521413-522428	521413	522428	+	231.5	163	https://www.orthodb.org/v10?query=63205at7147	Uncharacterized protein, isoform A
63304at7147	Complete	JAEIGE010000332.1:28642639-28553568	28642639	28553568	-	186.7	137	https://www.orthodb.org/v10?query=63304at7147	Homeotic protein ultrabithorax
63305at7147	Complete	JAEIGE010000332.1:31645606-31647636	31645606	31647636	+	334.3	349	https://www.orthodb.org/v10?query=63305at7147	WW domain
63380at7147	Complete	JAEIGE010000213.1:10801277-10802050	10801277	10802050	+	130.4	181	https://www.orthodb.org/v10?query=63380at7147	methylosome subunit pICln
63398at7147	Complete	JAEIGE010000227.1:19060009-19059216	19060009	19059216	-	269.2	166	https://www.orthodb.org/v10?query=63398at7147	class E basic helix-loop-helix protein 22
63412at7147	Complete	JAEIGE010000002.1:4561086-4562369	4561086	4562369	+	458.9	275	https://www.orthodb.org/v10?query=63412at7147	transmembrane protein 19
63427at7147	Complete	JAEIGE010000253.1:6660771-6660274	6660771	6660274	-	294.8	131	https://www.orthodb.org/v10?query=63427at7147	protein BUD31 homolog
63429at7147	Complete	JAEIGE010000332.1:25271608-25268750	25271608	25268750	-	267.1	121	https://www.orthodb.org/v10?query=63429at7147	ubiquitin-conjugating enzyme E2-17 kDa
63435at7147	Complete	JAEIGE010000253.1:20995306-20991035	20995306	20991035	-	269.4	130	https://www.orthodb.org/v10?query=63435at7147	EF-hand domain
63439at7147	Complete	JAEIGE010000332.1:21322426-21322950	21322426	21322950	+	257.4	131	https://www.orthodb.org/v10?query=63439at7147	28S ribosomal protein S24, mitochondrial
63494at7147	Complete	JAEIGE010000016.1:6908663-6907803	6908663	6907803	-	231.8	171	https://www.orthodb.org/v10?query=63494at7147	Neural/ectodermal development factor IMP-L2
63495at7147	Complete	JAEIGE010000332.1:28879583-28876326	28879583	28876326	-	250.5	155	https://www.orthodb.org/v10?query=63495at7147	Homeobox domain
63528at7147	Complete	JAEIGE010000253.1:13142515-13143283	13142515	13143283	+	211.4	140	https://www.orthodb.org/v10?query=63528at7147	uncharacterized protein LOC108097455
63584at7147	Complete	JAEIGE010000227.1:536380-535931	536380	535931	-	214.3	122	https://www.orthodb.org/v10?query=63584at7147	NADH dehydrogenase 
63623at7147	Complete	JAEIGE010000332.1:1404986-1405695	1404986	1405695	+	306.3	165	https://www.orthodb.org/v10?query=63623at7147	Dual specificity phosphatase
63626at7147	Complete	JAEIGE010000227.1:31732943-31732097	31732943	31732097	-	319.4	204	https://www.orthodb.org/v10?query=63626at7147	Tetraspanin
63631at7147	Complete	JAEIGE010000332.1:2531503-2530931	2531503	2530931	-	196.2	123	https://www.orthodb.org/v10?query=63631at7147	EF-hand domain
63685at7147	Complete	JAEIGE010000002.1:10453906-10454502	10453906	10454502	+	228.7	132	https://www.orthodb.org/v10?query=63685at7147	ORM1-like protein
63687at7147	Complete	JAEIGE010000332.1:5740463-5736833	5740463	5736833	-	240.2	126	https://www.orthodb.org/v10?query=63687at7147	AP complex subunit sigma
63760at7147	Complete	JAEIGE010000016.1:3813960-3807506	3813960	3807506	-	206.2	128	https://www.orthodb.org/v10?query=63760at7147	uncharacterized protein LOC108967203
63807at7147	Complete	JAEIGE010000299.1:9822433-9823357	9822433	9823357	+	260.8	175	https://www.orthodb.org/v10?query=63807at7147	synaptosomal-associated protein 29
63838at7147	Complete	JAEIGE010000017.1:3487345-3486096	3487345	3486096	-	509.1	326	https://www.orthodb.org/v10?query=63838at7147	transmembrane protein 43 homolog
63868at7147	Complete	JAEIGE010000332.1:5581612-5581244	5581612	5581244	-	212.3	112	https://www.orthodb.org/v10?query=63868at7147	Ribosomal protein S18
63882at7147	Complete	JAEIGE010000227.1:28299327-28299996	28299327	28299996	+	278.0	161	https://www.orthodb.org/v10?query=63882at7147	Inosine triphosphate pyrophosphatase
63901at7147	Complete	JAEIGE010000253.1:12249964-12250769	12249964	12250769	+	333.5	210	https://www.orthodb.org/v10?query=63901at7147	estradiol 17-beta-dehydrogenase 8
63928at7147	Complete	JAEIGE010000227.1:27748261-27747665	27748261	27747665	-	212.9	121	https://www.orthodb.org/v10?query=63928at7147	NADH dehydrogenase 
63978at7147	Complete	JAEIGE010000227.1:13308170-13308834	13308170	13308834	+	317.7	163	https://www.orthodb.org/v10?query=63978at7147	mitochondrial import inner membrane translocase subunit Tim21
63988at7147	Complete	JAEIGE010000299.1:4572583-4571740	4572583	4571740	-	292.6	214	https://www.orthodb.org/v10?query=63988at7147	protein FAM192A
63993at7147	Complete	JAEIGE010000332.1:10833766-10834641	10833766	10834641	+	257.9	208	https://www.orthodb.org/v10?query=63993at7147	glutamate--cysteine ligase regulatory subunit
64034at7147	Complete	JAEIGE010000253.1:3822570-3823233	3822570	3823233	+	225.6	136	https://www.orthodb.org/v10?query=64034at7147	NADH dehydrogenase 
64047at7147	Complete	JAEIGE010000213.1:9440787-9439076	9440787	9439076	-	173.0	158	https://www.orthodb.org/v10?query=64047at7147	proton-transporting ATP synthase activity, rotational mechanism
64062at7147	Complete	JAEIGE010000239.1:554157-554933	554157	554933	+	382.7	206	https://www.orthodb.org/v10?query=64062at7147	DNA excision repair protein ERCC-1
64099at7147	Complete	JAEIGE010000227.1:27117178-27118020	27117178	27118020	+	302.7	133	https://www.orthodb.org/v10?query=64099at7147	thioredoxin-like protein 4A
64101at7147	Complete	JAEIGE010000332.1:7826978-7827564	7826978	7827564	+	194.4	114	https://www.orthodb.org/v10?query=64101at7147	golgin subfamily A member 7
64113at7147	Complete	JAEIGE010000017.1:2839379-2838850	2839379	2838850	-	228.5	126	https://www.orthodb.org/v10?query=64113at7147	MIP18 family protein CG7949
64137at7147	Complete	JAEIGE010000253.1:8081555-8082160	8081555	8082160	+	190.0	125	https://www.orthodb.org/v10?query=64137at7147	Ribosomal protein L30, ferredoxin-like fold domain
64145at7147	Complete	JAEIGE010000299.1:1217645-1218321	1217645	1218321	+	378.9	180	https://www.orthodb.org/v10?query=64145at7147	Ribosomal protein L19
64151at7147	Complete	JAEIGE010000002.1:5194788-5194012	5194788	5194012	-	163.2	153	https://www.orthodb.org/v10?query=64151at7147	protein TSSC4
64192at7147	Complete	JAEIGE010000299.1:7962238-7966641	7962238	7966641	+	261.0	255	https://www.orthodb.org/v10?query=64192at7147	neuropeptide-like 1 isoform X1
64239at7147	Complete	JAEIGE010000253.1:14982249-14981303	14982249	14981303	-	342.7	207	https://www.orthodb.org/v10?query=64239at7147	breast cancer metastasis-suppressor 1-like protein
64273at7147	Complete	JAEIGE010000326.1:10833324-10976460	10833324	10976460	+	188.2	132	https://www.orthodb.org/v10?query=64273at7147	FUN14 domain-containing protein 1
64310at7147	Complete	JAEIGE010000213.1:10624424-10623539	10624424	10623539	-	345.6	193	https://www.orthodb.org/v10?query=64310at7147	translin
64344at7147	Complete	JAEIGE010000332.1:18735789-18736719	18735789	18736719	+	188.0	199	https://www.orthodb.org/v10?query=64344at7147	leukocyte receptor cluster member 1 homolog
64402at7147	Complete	JAEIGE010000017.1:2566971-2566112	2566971	2566112	-	354.7	190	https://www.orthodb.org/v10?query=64402at7147	DNA-directed RNA polymerase III 25 kDa polypeptide
64430at7147	Complete	JAEIGE010000332.1:24237118-24236505	24237118	24236505	-	257.4	130	https://www.orthodb.org/v10?query=64430at7147	trafficking protein particle complex subunit 1
64439at7147	Complete	JAEIGE010000332.1:30666127-30666555	30666127	30666555	+	87.8	30	https://www.orthodb.org/v10?query=64439at7147	40S ribosomal protein S13
64495at7147	Complete	JAEIGE010000253.1:24700210-24699230	24700210	24699230	-	468.4	269	https://www.orthodb.org/v10?query=64495at7147	dnaJ homolog subfamily C member 25 homolog
64515at7147	Complete	JAEIGE010000332.1:32748427-32746834	32748427	32746834	-	209.1	120	https://www.orthodb.org/v10?query=64515at7147	Single domain Von Willebrand factor type C domain
64516at7147	Complete	JAEIGE010000308.1:1758071-1758591	1758071	1758591	+	283.3	138	https://www.orthodb.org/v10?query=64516at7147	28S ribosomal protein S17, mitochondrial
64528at7147	Complete	JAEIGE010000227.1:105673-110389	105673	110389	+	334.2	237	https://www.orthodb.org/v10?query=64528at7147	protein atonal homolog 8
64568at7147	Complete	JAEIGE010000002.1:7672873-7672295	7672873	7672295	-	226.0	118	https://www.orthodb.org/v10?query=64568at7147	Zinc finger, CCHC-type
64595at7147	Complete	JAEIGE010000227.1:27204820-27205361	27204820	27205361	+	234.4	115	https://www.orthodb.org/v10?query=64595at7147	Ribosomal protein L27
64601at7147	Complete	JAEIGE010000213.1:3512539-3512048	3512539	3512048	-	316.1	139	https://www.orthodb.org/v10?query=64601at7147	protein mago nashi
64660at7147	Complete	JAEIGE010000332.1:20815300-20814654	20815300	20814654	-	286.4	161	https://www.orthodb.org/v10?query=64660at7147	MORN repeat-containing protein 4
64681at7147	Duplicated	JAEIGE010000253.1:28100560-28099824	28100560	28099824	-	219.4	164	https://www.orthodb.org/v10?query=64681at7147	GINS complex, subunit Psf3
64681at7147	Duplicated	JAEIGE010000299.1:9422503-9423120	9422503	9423120	+	219.1	162	https://www.orthodb.org/v10?query=64681at7147	GINS complex, subunit Psf3
64694at7147	Complete	JAEIGE010000002.1:8510271-8515875	8510271	8515875	+	365.5	184	https://www.orthodb.org/v10?query=64694at7147	Defective in cullin neddylation protein
64773at7147	Fragmented	JAEIGE010000002.1:8145405-8150099	8145405	8150099	+	83.9	69	https://www.orthodb.org/v10?query=64773at7147	protein lethal(3)malignant blood neoplasm 1 isoform X1
64796at7147	Complete	JAEIGE010000332.1:8876622-8876077	8876622	8876077	-	201.6	118	https://www.orthodb.org/v10?query=64796at7147	D-aminoacyl-tRNA deacylase
64824at7147	Complete	JAEIGE010000253.1:8166523-8167149	8166523	8167149	+	342.9	194	https://www.orthodb.org/v10?query=64824at7147	Coiled-coil domain-containing protein 25
64834at7147	Complete	JAEIGE010000332.1:29420544-29419826	29420544	29419826	-	231.9	150	https://www.orthodb.org/v10?query=64834at7147	dnaJ homolog subfamily C member 30
64910at7147	Complete	JAEIGE010000332.1:30313910-30313170	30313910	30313170	-	254.8	137	https://www.orthodb.org/v10?query=64910at7147	mesencephalic astrocyte-derived neurotrophic factor homolog
64928at7147	Complete	JAEIGE010000253.1:14815736-14816104	14815736	14816104	+	204.0	100	https://www.orthodb.org/v10?query=64928at7147	uncharacterized protein LOC108127057
64937at7147	Complete	JAEIGE010000002.1:10581730-10582176	10581730	10582176	+	225.0	114	https://www.orthodb.org/v10?query=64937at7147	DNA-directed RNA polymerases I, II, and III subunit RPABC3
64960at7147	Complete	JAEIGE010000227.1:16624331-16627560	16624331	16627560	+	176.9	120	https://www.orthodb.org/v10?query=64960at7147	uncharacterized protein LOC108095046
64967at7147	Complete	JAEIGE010000002.1:163960-164547	163960	164547	+	284.0	174	https://www.orthodb.org/v10?query=64967at7147	GINS complex, subunit Psf1
65010at7147	Complete	JAEIGE010000002.1:8503018-8501973	8503018	8501973	-	298.3	219	https://www.orthodb.org/v10?query=65010at7147	protein FRG1 homolog
65072at7147	Complete	JAEIGE010000253.1:27257060-27257798	27257060	27257798	+	198.8	165	https://www.orthodb.org/v10?query=65072at7147	RNA-binding domain superfamily
65094at7147	Complete	JAEIGE010000332.1:17625402-17625908	17625402	17625908	+	197.8	82	https://www.orthodb.org/v10?query=65094at7147	AP complex subunit sigma
65148at7147	Complete	JAEIGE010000332.1:3088935-3089812	3088935	3089812	+	165.7	138	https://www.orthodb.org/v10?query=65148at7147	histone RNA hairpin-binding protein
65155at7147	Complete	JAEIGE010000213.1:7614432-7613685	7614432	7613685	-	289.3	166	https://www.orthodb.org/v10?query=65155at7147	Vacuolar protein sorting 20
65163at7147	Complete	JAEIGE010000299.1:13284769-13284025	13284769	13284025	-	216.9	228	https://www.orthodb.org/v10?query=65163at7147	Uncharacterized protein, isoform A
65176at7147	Complete	JAEIGE010000002.1:9311491-9316059	9311491	9316059	+	435.8	337	https://www.orthodb.org/v10?query=65176at7147	cleavage and polyadenylation specificity factor subunit CG7185 isoform X1
65211at7147	Complete	JAEIGE010000301.1:1380985-1381625	1380985	1381625	+	141.7	115	https://www.orthodb.org/v10?query=65211at7147	transmembrane protein 50A
65216at7147	Complete	JAEIGE010000332.1:13099443-13100094	13099443	13100094	+	201.7	116	https://www.orthodb.org/v10?query=65216at7147	protein archease-like
65219at7147	Complete	JAEIGE010000253.1:11133974-11134523	11133974	11134523	+	196.3	116	https://www.orthodb.org/v10?query=65219at7147	transmembrane protein 242
65247at7147	Complete	JAEIGE010000253.1:12595982-12594580	12595982	12594580	-	234.9	182	https://www.orthodb.org/v10?query=65247at7147	basic-leucine zipper transcription factor A
65271at7147	Complete	JAEIGE010000002.1:7250223-7247846	7250223	7247846	-	268.7	128	https://www.orthodb.org/v10?query=65271at7147	ubiquitin-conjugating enzyme E2 variant 2
65272at7147	Complete	JAEIGE010000299.1:7594508-7593856	7594508	7593856	-	181.0	80	https://www.orthodb.org/v10?query=65272at7147	40S ribosomal protein S23
65279at7147	Complete	JAEIGE010000227.1:4161700-4162365	4161700	4162365	+	229.0	111	https://www.orthodb.org/v10?query=65279at7147	uncharacterized protein LOC105220298
65284at7147	Complete	JAEIGE010000227.1:11254176-11254767	11254176	11254767	+	218.7	133	https://www.orthodb.org/v10?query=65284at7147	protein cornichon homolog 4
65304at7147	Complete	JAEIGE010000253.1:16580117-16575072	16580117	16575072	-	262.7	145	https://www.orthodb.org/v10?query=65304at7147	Heat shock protein
65313at7147	Complete	JAEIGE010000332.1:18166841-18166189	18166841	18166189	-	179.7	155	https://www.orthodb.org/v10?query=65313at7147	pre-rRNA-processing protein TSR2 homolog
65345at7147	Complete	JAEIGE010000253.1:6760806-6760250	6760806	6760250	-	193.0	128	https://www.orthodb.org/v10?query=65345at7147	mitochondrial fission process protein 1
65355at7147	Complete	JAEIGE010000016.1:7646138-7647427	7646138	7647427	+	301.2	233	https://www.orthodb.org/v10?query=65355at7147	rRNA methyltransferase 3, mitochondrial
65376at7147	Complete	JAEIGE010000002.1:6607035-6607672	6607035	6607672	+	299.2	156	https://www.orthodb.org/v10?query=65376at7147	Translocon-associated protein subunit beta
65379at7147	Complete	JAEIGE010000227.1:22915985-22915257	22915985	22915257	-	248.3	144	https://www.orthodb.org/v10?query=65379at7147	selT-like protein
65381at7147	Complete	JAEIGE010000227.1:7371361-7370643	7371361	7370643	-	261.7	136	https://www.orthodb.org/v10?query=65381at7147	mitochondrial import inner membrane translocase subunit Tim23
65409at7147	Complete	JAEIGE010000332.1:30293586-30295451	30293586	30295451	+	344.4	355	https://www.orthodb.org/v10?query=65409at7147	Chitin binding domain
65498at7147	Complete	JAEIGE010000253.1:6193141-6193688	6193141	6193688	+	207.3	99	https://www.orthodb.org/v10?query=65498at7147	Glutaredoxin
65504at7147	Complete	JAEIGE010000227.1:82417-81968	82417	81968	-	198.5	119	https://www.orthodb.org/v10?query=65504at7147	zinc finger HIT domain-containing protein 1
65531at7147	Complete	JAEIGE010000332.1:6728831-6729511	6728831	6729511	+	376.4	190	https://www.orthodb.org/v10?query=65531at7147	pre-mRNA-splicing factor SPF27
65562at7147	Complete	JAEIGE010000239.1:596877-595872	596877	595872	-	226.4	141	https://www.orthodb.org/v10?query=65562at7147	40S ribosomal protein S11
65579at7147	Complete	JAEIGE010000227.1:21705614-21705078	21705614	21705078	-	274.3	132	https://www.orthodb.org/v10?query=65579at7147	protein Dr1
65583at7147	Complete	JAEIGE010000253.1:2681744-2682871	2681744	2682871	+	288.5	237	https://www.orthodb.org/v10?query=65583at7147	nuclear speckle splicing regulatory protein 1
65634at7147	Complete	JAEIGE010000253.1:17213241-17214445	17213241	17214445	+	367.1	246	https://www.orthodb.org/v10?query=65634at7147	uncharacterized protein LOC110181582
65636at7147	Complete	JAEIGE010000332.1:7957394-7956949	7957394	7956949	-	240.7	105	https://www.orthodb.org/v10?query=65636at7147	DNA-directed RNA polymerase subunit
65644at7147	Complete	JAEIGE010000239.1:245681-246464	245681	246464	+	140.2	73	https://www.orthodb.org/v10?query=65644at7147	CDGSH iron-sulfur domain-containing protein 3, mitochondrial
65680at7147	Complete	JAEIGE010000332.1:15894827-15895539	15894827	15895539	+	329.9	165	https://www.orthodb.org/v10?query=65680at7147	Mitochondrial import inner membrane translocase subunit Tim22
65709at7147	Complete	JAEIGE010000213.1:9974726-9972099	9974726	9972099	-	225.7	151	https://www.orthodb.org/v10?query=65709at7147	LysM domain
65747at7147	Complete	JAEIGE010000332.1:23847259-23857028	23847259	23857028	+	208.5	147	https://www.orthodb.org/v10?query=65747at7147	J domain-containing protein
65772at7147	Complete	JAEIGE010000213.1:7967300-7966356	7967300	7966356	-	222.1	123	https://www.orthodb.org/v10?query=65772at7147	Na(+)/H(+) exchange regulatory cofactor NHE-RF1
65776at7147	Complete	JAEIGE010000227.1:12229373-12228290	12229373	12228290	-	241.4	184	https://www.orthodb.org/v10?query=65776at7147	Thiamin pyrophosphokinase
65784at7147	Complete	JAEIGE010000227.1:8600100-8600682	8600100	8600682	+	191.7	109	https://www.orthodb.org/v10?query=65784at7147	NADH dehydrogenase 
65789at7147	Complete	JAEIGE010000253.1:17399526-17399969	17399526	17399969	+	247.5	120	https://www.orthodb.org/v10?query=65789at7147	39S ribosomal protein L14, mitochondrial
65802at7147	Complete	JAEIGE010000227.1:25104255-25106538	25104255	25106538	+	241.6	143	https://www.orthodb.org/v10?query=65802at7147	Lethal 35Di
65812at7147	Complete	JAEIGE010000227.1:10779253-10780484	10779253	10780484	+	308.5	256	https://www.orthodb.org/v10?query=65812at7147	Secretion-regulating guanine nucleotide exchange factor
65829at7147	Complete	JAEIGE010000227.1:4920805-4921401	4920805	4921401	+	335.5	165	https://www.orthodb.org/v10?query=65829at7147	rRNA-processing protein FCF1 homolog
65841at7147	Complete	JAEIGE010000227.1:886037-885381	886037	885381	-	312.9	183	https://www.orthodb.org/v10?query=65841at7147	alpha-ketoglutarate-dependent dioxygenase alkB homolog 6
65846at7147	Complete	JAEIGE010000332.1:4709601-4708802	4709601	4708802	-	298.9	187	https://www.orthodb.org/v10?query=65846at7147	exosome complex component RRP46
65900at7147	Complete	JAEIGE010000299.1:13440946-13443856	13440946	13443856	+	622.5	443	https://www.orthodb.org/v10?query=65900at7147	Uncharacterized protein, isoform A
65912at7147	Complete	JAEIGE010000332.1:8360743-8359954	8360743	8359954	-	253.8	129	https://www.orthodb.org/v10?query=65912at7147	Myosin light chain alkali
65916at7147	Complete	JAEIGE010000227.1:14425683-14426159	14425683	14426159	+	252.6	132	https://www.orthodb.org/v10?query=65916at7147	60S ribosomal protein L21
65948at7147	Complete	JAEIGE010000253.1:17502729-17503517	17502729	17503517	+	294.1	175	https://www.orthodb.org/v10?query=65948at7147	TM2 domain-containing protein almondex
65949at7147	Complete	JAEIGE010000332.1:27409327-27410079	27409327	27410079	+	219.8	195	https://www.orthodb.org/v10?query=65949at7147	Uncharacterized protein, isoform A
65971at7147	Complete	JAEIGE010000002.1:6608409-6607935	6608409	6607935	-	241.0	124	https://www.orthodb.org/v10?query=65971at7147	probable trafficking protein particle complex subunit 2
65974at7147	Complete	JAEIGE010000253.1:4234808-4235143	4234808	4235143	+	235.5	109	https://www.orthodb.org/v10?query=65974at7147	40S ribosomal protein S12, mitochondrial
66038at7147	Complete	JAEIGE010000332.1:25868585-25868073	25868585	25868073	-	276.1	132	https://www.orthodb.org/v10?query=66038at7147	Histone deacetylase complex subunit SAP18
66044at7147	Complete	JAEIGE010000227.1:16613091-16613444	16613091	16613444	+	78.1	76	https://www.orthodb.org/v10?query=66044at7147	uncharacterized protein LOC105210828
66070at7147	Complete	JAEIGE010000002.1:10778638-10775779	10778638	10775779	-	287.5	172	https://www.orthodb.org/v10?query=66070at7147	dnaJ homolog subfamily C member 5 homolog isoform X1
66084at7147	Complete	JAEIGE010000253.1:28100793-28101695	28100793	28101695	+	365.7	220	https://www.orthodb.org/v10?query=66084at7147	XPA
66091at7147	Complete	JAEIGE010000227.1:18332648-18334719	18332648	18334719	+	509.7	478	https://www.orthodb.org/v10?query=66091at7147	WD40/YVTN repeat-like-containing domain superfamily
66109at7147	Complete	JAEIGE010000227.1:11212671-11213364	11212671	11213364	+	114.0	101	https://www.orthodb.org/v10?query=66109at7147	Protein of unknown function DUF4790
66133at7147	Complete	JAEIGE010000299.1:6091158-6090402	6091158	6090402	-	274.0	152	https://www.orthodb.org/v10?query=66133at7147	MIP18 family protein CG30152
66155at7147	Complete	JAEIGE010000332.1:6870268-6871188	6870268	6871188	+	274.8	155	https://www.orthodb.org/v10?query=66155at7147	Zona pellucida domain
66297at7147	Complete	JAEIGE010000332.1:27866783-27867560	27866783	27867560	+	158.3	107	https://www.orthodb.org/v10?query=66297at7147	Uncharacterised domain SAYSvFN
66305at7147	Complete	JAEIGE010000227.1:13895558-13901118	13895558	13901118	+	196.9	164	https://www.orthodb.org/v10?query=66305at7147	coiled-coil domain-containing protein 43
66344at7147	Duplicated	JAEIGE010000253.1:2095180-2094176	2095180	2094176	-	380.8	220	https://www.orthodb.org/v10?query=66344at7147	probable cardiolipin synthase (CMP-forming)
66344at7147	Duplicated	JAEIGE010000332.1:19152377-19151187	19152377	19151187	-	416.8	224	https://www.orthodb.org/v10?query=66344at7147	probable cardiolipin synthase (CMP-forming)
66392at7147	Complete	JAEIGE010000332.1:4179095-4179886	4179095	4179886	+	196.8	142	https://www.orthodb.org/v10?query=66392at7147	Coiled-coil-helix-coiled-coil-helix domain containing 3
66428at7147	Complete	JAEIGE010000227.1:25383334-25382775	25383334	25382775	-	233.9	125	https://www.orthodb.org/v10?query=66428at7147	glia maturation factor beta
66429at7147	Complete	JAEIGE010000299.1:721130-721679	721130	721679	+	178.3	95	https://www.orthodb.org/v10?query=66429at7147	uncharacterized protein C20orf24 homolog
66432at7147	Complete	JAEIGE010000299.1:8497379-8497017	8497379	8497017	-	190.6	102	https://www.orthodb.org/v10?query=66432at7147	Transcription factor MafK
66486at7147	Complete	JAEIGE010000332.1:25889354-25888969	25889354	25888969	-	194.2	98	https://www.orthodb.org/v10?query=66486at7147	Single-stranded DNA-binding protein
66519at7147	Complete	JAEIGE010000253.1:6966839-6964891	6966839	6964891	-	165.6	201	https://www.orthodb.org/v10?query=66519at7147	uncharacterized protein LOC110179596
66532at7147	Complete	JAEIGE010000332.1:10491040-10490372	10491040	10490372	-	216.8	142	https://www.orthodb.org/v10?query=66532at7147	N-alpha-acetyltransferase 40
66553at7147	Missing
66653at7147	Complete	JAEIGE010000142.1:1021315-1020458	1021315	1020458	-	354.2	225	https://www.orthodb.org/v10?query=66653at7147	phosphatidylinositol N-acetylglucosaminyltransferase subunit C
66764at7147	Complete	JAEIGE010000017.1:2823633-2825015	2823633	2825015	+	236.5	131	https://www.orthodb.org/v10?query=66764at7147	diphosphoinositol polyphosphate phosphohydrolase 2
66766at7147	Complete	JAEIGE010000213.1:824325-827809	824325	827809	+	207.5	186	https://www.orthodb.org/v10?query=66766at7147	Insect cuticle protein
66771at7147	Complete	JAEIGE010000002.1:2260428-2261939	2260428	2261939	+	255.2	251	https://www.orthodb.org/v10?query=66771at7147	Zinc finger C2H2 superfamily
66809at7147	Complete	JAEIGE010000002.1:10038253-10037504	10038253	10037504	-	235.4	161	https://www.orthodb.org/v10?query=66809at7147	Insect cuticle protein
66841at7147	Complete	JAEIGE010000016.1:2620690-2622908	2620690	2622908	+	242.9	138	https://www.orthodb.org/v10?query=66841at7147	transmembrane protein 35
66874at7147	Complete	JAEIGE010000016.1:2525301-2527322	2525301	2527322	+	239.8	167	https://www.orthodb.org/v10?query=66874at7147	vesicle transport protein USE1
66900at7147	Complete	JAEIGE010000227.1:3152681-3153190	3152681	3153190	+	226.9	114	https://www.orthodb.org/v10?query=66900at7147	putative oligosaccharyltransferase complex subunit CG9662
